name,gender,probability,n
Anttoniina,female,1,13
Anttonio,male,1,30
Anttony,male,1,11
Anttoo,male,1,14
Anttu,male,1,156
Anttuuna,female,1,13
Anu,female,1,13533
Anu-Elina,female,1,19
Anu-Johanna,female,1,11
Anu-Kaisa,female,1,27
Anu-Kristiina,female,1,18
Anu-Leena,female,1,34
Anuliina,female,1,64
Anu-Liina,female,1,14
Anuliisa,female,1,23
Anu-Liisa,female,1,40
Anu-Maaria,female,1,15
Anu-Maarit,female,1,58
Anu-Maija,female,1,25
Anumari,female,1,11
Anu-Mari,female,1,35
Anu-Maria,female,1,54
Anu-Marika,female,1,11
Anu-Marja,female,1,12
Anu-Pauliina,female,1,12
Anuriikka,female,1,13
Anu-Riikka,female,1,70
Anu-Susanna,female,1,16
Anu-Tuulia,female,1,10
Anvi,female,1,12
Anwar,male,0.848837209302326,86
Anya,female,1,58
Anzelika,female,1,12
Anzhelika,female,1,18
Apila,female,1,21
Apollo,male,1,38
Apollon,male,1,11
Apollonia,female,1,38
April,female,1,47
Ara,male,1,34
Arabella,female,1,24
Aralia,female,1,15
Aram,male,1,70
Aramis,male,1,20
Aran,male,1,21
Aras,male,1,14
Arash,male,1,35
Araz,male,1,15
Arben,male,1,17
Arber,male,1,12
Arbnor,male,1,13
Arda,male,1,46
Ardian,male,1,19
Ardita,female,1,14
Are,male,1,32
Aren,male,1,11
Ares,male,1,15
Aret,male,1,12
Aretta,female,1,30
Arhi,male,1,26
Arhippa,male,1,72
Arho,male,1,82
Ari,male,1,30457
Aria,female,1,28
Ariadna,female,1,12
Ariadne,female,1,23
Arian,male,1,68
Ariana,female,1,131
Ariane,female,1,28
Arianna,female,1,95
Arianne,female,1,33
Arie,male,1,13
Ariel,male,0.579831932773109,357
Ariela,female,1,70
Ariella,female,1,33
Arielle,female,1,17
Arietta,female,1,10
Arif,male,1,55
Ari-Heikki,male,1,24
Arijoutsi,male,1,70
Ari-Juha,male,1,12
Ari-Juhani,male,1,37
Ari-Jukka,male,1,101
Ari-Jussi,male,1,24
Arild,male,1,12
Arimatti,male,1,10
Ari-Matti,male,1,293
Ari-Mikko,male,1,19
Arimo,male,1,719
Arin,male,1,16
Arina,female,1,89
Arinpoika,male,1,207
Arintytär,female,1,57
Ario,male,1,16
Arion,male,1,14
Aripekka,male,1,32
Ari-Pekka,male,1,1750
Ari-Petri,male,1,23
Ari-Petteri,male,1,47
Aris,male,1,16
Arisa,female,1,11
Aristoteles,male,1,11
Arita,female,1,85
Ari-Tapani,male,1,11
Ari-Tapio,male,1,10
Ari-Veikko,male,1,17
Ari-Ville,male,1,17
Arja,female,1,20589
Arja-Helena,female,1,10
Arja-Leena,female,1,280
Arja-Liisa,female,1,323
Arja-Maija,female,1,20
Arja-Riitta,female,1,106
Arja-Sisko,female,1,18
Arja-Terttu,female,1,11
Arje,male,1,10
Arjo,male,1,46
Arkadi,male,1,18
Arkan,male,1,18
Arkko,male,1,13
Arla,female,1,288
Arleena,female,1,19
Arlena,female,1,14
Arlene,female,1,82
Arlette,female,1,17
Arlind,male,1,12
Arlinda,female,1,18
Arline,female,1,11
Arlo,male,1,14
Arma,female,1,33
Arman,male,1,99
Armand,male,1,26
Armando,male,1,67
Armas,male,1,17240
Armend,male,1,16
Armi,female,0.994311155082859,4043
Armida,female,1,254
Armiida,female,1,333
Armin,male,1,55
Armo,male,1,135
Arn,male,1,25
Arna,female,1,56
Arndt,male,1,17
Arne,male,1,1147
Arnevi,female,1,47
Arni,male,1,43
Arno,male,1,604
Arnold,male,1,525
Aro,male,1,33
Aron,male,1,687
Áron,male,1,15
Aronia,female,1,24
Arpia,male,1,13
Arpo,male,1,10
Arri,male,1,12
Arsen,male,1,11
Arseni,male,1,30
Arsi,male,1,501
Arssi,male,1,16
Art,male,1,13
Arta,female,1,19
Artan,male,1,17
Arte,male,1,15
Artem,male,1,114
Artemi,male,1,39
Artemis,female,1,20
Arthur,male,1,1160
Artin,male,1,25
Artjom,male,1,46
Arto,male,1,19368
Arton,male,1,15
Artonpoika,male,1,88
Artontytär,female,1,29
Arto-Pekka,male,1,16
Artti,male,1,70
Artto,male,1,27
Arttu,male,1,10676
Arttu-Eemeli,male,1,12
Arttu-Oskari,male,1,11
Arttu-Pekka,male,1,38
Arttur,male,1,263
Artturi,male,1,8682
Artunpoika,male,1,21
Artur,male,1,885
Arturo,male,1,39
Arun,male,1,23
Arvi,male,1,3788
Arvid,male,1,2875
Arviid,male,1,16
Arviiti,male,1,22
Arvin,male,1,26
Arvo,male,1,7675
Arwen,female,1,30
Arwid,male,1,17
Arya,female,1,12
Aryan,male,1,29
Asa,male,1,33
Åsa,female,1,906
Asaad,male,1,12
Asad,male,0.741935483870968,62
Asarias,male,1,91
Åse,female,1,14
Asha,female,1,66
Asher,male,1,10
Ashley,female,0.821428571428571,56
Asho,female,1,13
Ashraf,male,0.65625,32
Ashton,male,1,12
Asia,female,1,16
Asif,male,1,14
Asko,male,1,6550
Askonpoika,male,1,49
Askontytär,female,1,10
Asla,male,0.91566265060241,166
Aslak,male,1,1433
Aslakki,male,1,11
Aslan,male,1,103
Asli,female,1,18
Aslög,female,1,43
Asma,female,1,70
Asmaa,female,1,32
Asmo,male,1,437
Aso,male,1,13
Asra,female,1,13
Asrin,female,1,11
Assar,male,1,42
Assari,male,1,12
Asse,male,1,12
Asser,male,1,1935
Asseri,male,1,850
Assi,female,1,426
Asta,female,1,4772
Aster,female,1,36
Asteri,female,1,69
Asterix,male,1,13
Asto,male,1,18
Aston,male,1,44
Astor,male,1,29
Astra,female,1,19
Astrea,female,1,11
Astri,female,1,24
Astrid,female,1,2749
Ata,male,1,22
Atanas,male,1,11
Ate,male,1,82
Atef,male,1,16
Atenpoika,male,1,23
Athanasios,male,1,11
Athena,female,1,39
Athene,female,1,28
Athina,female,1,27
Ati,male,1,23
Atieno,female,1,15
Atik,male,1,10
Atilla,male,1,25
Atlanta,female,1,12
Atlas,male,1,35
Atle,male,1,117
Atos,male,1,19
Atri,male,1,26
Atro,male,1,241
Atso,male,1,694
Atte,male,1,6504
Atte-Oskari,male,1,12
Atte-Pekka,male,1,10
Attila,male,1,69
Audrey,female,1,41
Auer,male,1,12
August,male,1,4939
Augusta,female,1,542
Augusti,male,1,365
Augustiina,female,1,28
Augustin,male,1,40
Augustina,female,1,14
Augustine,male,1,11
Augustinus,male,1,14
Augusto,male,1,39
Augustus,male,1,33
Auku,male,1,18
Aukust,male,1,49
Aukusta,female,1,34
Aukusti,male,1,9410
Aula,female,1,44
Auli,female,0.996833295634472,4421
Aulikki,female,1,11507
Aulis,male,1,13320
Aulona,female,1,10
Aune,female,1,10010
Aunetta,female,1,11
Auni,female,1,275
Auno,male,1,185
Aunus,male,1,31
Aura,female,1,1593
Aure,female,1,24
Aurea,female,1,25
Aureelia,female,1,29
Aurel,male,1,11
Aurelia,female,1,836
Aurélie,female,1,10
Aurelio,male,1,25
Aurelius,male,1,32
Auri,female,0.956375838926175,298
Auriina,female,1,25
Auringonkukka,female,1,10
Aurinko,female,0.892857142857143,112
Auroora,female,1,891
Aurora,female,1,14982
Aurore,female,1,12
Auruura,female,1,15
Austin,male,1,27
Auvikki,female,1,30
Auvo,male,0.982861400894188,1342
Auvonpoika,male,1,12
Ava,female,1,885
Avalon,female,1,12
Ave,female,1,13
Avelia,female,1,13
Aveliina,female,1,11
Avelina,female,1,10
Avella,female,1,12
Avena,female,1,11
Avi,male,1,11
Avilla,female,1,28
Avin,female,1,13
Aviva,female,1,30
Avni,male,1,14
Avraham,male,1,11
Awa,female,1,50
Awad,male,1,22
Aweis,male,1,20
Awil,male,0.685714285714286,35
Awuor,female,1,10
Axa,female,1,21
Axel,male,1,3486
Axeli,male,1,17
Axelina,female,1,29
Axl,male,1,41
Axu,male,1,14
Aya,female,1,46
Ayaan,female,1,46
Ayad,male,1,10
Ayan,female,1,72
Ayda,female,1,22
Ayden,male,1,10
Aydin,male,1,26
Aye,female,1,12
Ayesha,female,1,18
Ayhan,male,1,18
Ayla,female,1,49
Aylin,female,1,47
Ayman,male,1,51
Aynur,female,1,14
Ayoub,male,1,30
Ayrton,male,1,10
Ayse,female,1,43
Aysel,female,1,13
Aysha,female,1,14
Ayten,female,1,10
Ayub,male,1,37
Ayuub,male,1,29
Azad,male,1,45
Aziz,male,0.788990825688073,109
Aziza,female,1,23
Azra,female,1,37
Ba,male,1,25
Babak,male,1,17
Babette,female,1,14
Badal,male,1,10
Badr,male,1,10
Bahar,female,1,37
Bahman,male,1,13
Bahram,male,1,10
Bailey,male,1,10
Bajram,male,1,15
Bakhtiar,male,1,10
Bambi,female,1,14
Bao,male,0.525,80
Baran,male,1,47
Barbara,female,1,344
Barbi,female,1,12
Barbro,female,1,1304
Barham,male,1,10
Baris,male,1,20
Barita,female,1,17
Barry,male,1,18
Bart,male,1,11
Bashar,male,1,11
Bashiir,male,1,15
Bashir,male,0.654545454545455,110
Bashkim,male,1,10
Basil,male,1,22
Basilius,male,1,32
Basma,female,1,10
Bassam,male,1,14
Bastian,male,1,80
Batu,male,1,15
Bayram,male,1,24
Be,female,1,10
Bea,female,1,452
Beada,female,1,49
Beata,female,1,811
Beate,female,1,40
Beatrice,female,1,1254
Béatrice,female,1,14
Beatrix,female,1,39
Beatriz,female,1,51
Beatta,female,1,25
Beda,female,1,171
Bedri,male,1,14
Beea,female,1,45
Beeda,female,1,76
Beerit,female,1,31
Behzad,male,1,12
Bekim,male,1,21
Bekir,male,1,15
Béla,male,1,19
Belinda,female,1,249
Bella,female,1,353
Belle,female,1,15
ben,male,1,22
Ben,male,1,898
Benedict,male,1,48
Benedicta,female,1,11
Benedikt,male,1,46
Ben-Erik,male,1,13
Bengt,male,1,2343
Bengt-Erik,male,1,36
Bengt-Göran,male,1,11
Bengt-Johan,male,1,16
Bengt-Olof,male,1,16
Bengtsson,male,1,18
Benhard,male,1,24
Beni,male,1,11
Benina,female,1,12
Benita,female,1,1373
Benito,male,1,14
Benja,male,1,14
Benjam,male,1,850
Benjami,male,1,719
Benjamin,male,1,9196
Benn,male,1,10
Bennet,male,1,16
Benno,male,1,15
Benny,male,1,325
Bent,female,1,26
Benyamin,male,1,26
Berat,male,1,30
Berfin,female,1,43
Berit,female,1,1452
Berith,female,1,29
Berivan,female,1,19
Berk,male,1,17
Bernadette,female,1,21
Bernard,male,1,59
Bernardo,male,1,15
Bernd,male,1,22
Berndt,male,1,400
Bernhard,male,1,1511
Bernice,female,1,241
Bernt,male,1,381
Bert,male,1,86
Berta,female,1,106
Bertel,male,1,990
Bertelsson,male,1,12
Bertha,female,1,56
Berthold,male,1,11
Bertil,male,1,607
Bertina,female,1,10
Bertta,female,1,1289
Beryl,female,1,17
Besart,male,1,13
Besarta,female,1,12
Besim,male,1,15
Besnik,male,1,17
Beth,female,1,16
Betina,female,1,17
Betti,female,1,22
Bettiina,female,1,185
Bettina,female,1,769
Betty,female,1,241
Bia,female,1,13
Bianca,female,1,340
Bibi,female,1,24
Bich,female,1,47
Bigga,female,1,21
Bilaal,male,1,10
Bilal,male,1,92
Bile,male,0.5,24
Bill,male,1,57
Billy,male,1,41
Bin,male,1,20
Binh,male,1,33
Binta,female,1,25
Biret,female,1,12
Birger,male,1,1547
Birgersson,male,1,20
Birgetta,female,1,58
Birgit,female,1,3335
Birgitt,female,1,19
Birgitta,female,1,15032
Birgitte,female,1,53
Birit,female,1,69
Birita,female,1,18
Biritta,female,1,36
Birk,male,1,41
Birkitta,female,1,66
Birthe,female,1,21
Bjarne,male,1,898
Björn,male,1,1678
Bjørn,male,1,13
Björn-Erik,male,1,36
Björn-Olof,male,1,26
Björnsdotter,female,1,29
Björnson,male,1,23
Björnsson,male,1,27
Blake,male,1,20
Blanca,female,1,23
Blanka,female,1,25
Blerim,male,1,11
Blerina,female,1,12
Blerta,female,1,16
Blessing,female,1,15
Blondine,female,1,29
Blue,male,1,10
Bo,male,1,1718
Bo-Anders,male,1,18
Bob,male,1,42
Bobby,male,1,15
Bodil,female,1,235
Boel,female,1,21
Bo-Erik,male,1,179
Boes,male,1,13
Bogdan,male,1,26
Bo-Göran,male,1,57
Bo-Gunnar,male,1,12
Bo-Gustav,male,1,13
Bo-Håkan,male,1,11
Bo-Henrik,male,1,10
Bojan,female,1,20
Bo-Johan,male,1,17
Boleslaw,male,1,10
Bonnie,female,1,13
Bore,male,1,29
Borghild,female,1,21
Boris,male,1,702
Borisovna,female,1,22
Börje,male,1,1431
Börjesson,male,1,10
Bosdotter,female,1,11
Bosson,male,1,11
Boy,male,1,20
Bradley,male,1,21
Brage,male,1,66
Brahim,male,1,40
Brandon,male,1,78
Brenda,female,1,38
Brendan,male,1,26
Brett,male,1,16
Bria,female,1,10
Brian,male,1,137
Briana,female,1,12
Brianna,female,1,58
Bricella,female,1,10
Bridget,female,1,13
Brigitta,female,1,37
Brigitte,female,1,70
Briita,female,1,43
Briitta,female,1,595
Briitta-Liisa,female,1,20
Brita,female,1,1958
Brita-Liisa,female,1,25
Brita-Lisa,female,1,14
Britt,female,1,389
Britta,female,1,798
Britt-Helen,female,1,17
Britt-Inger,female,1,37
Britt-Louise,female,1,49
Britt-Maj,female,1,23
Britt-Mari,female,1,170
Britt-Marie,female,1,408
Brooke,female,1,16
Bror,male,1,1360
Bror-Erik,male,1,88
Bruce,male,1,59
Bruno,male,1,633
Bruuno,male,1,46
Bryan,male,1,35
Brynhild,female,1,12
Brynolf,male,1,143
Bujar,male,1,17
Bülent,male,1,16
Burak,male,1,21
Burhan,male,1,29
Bushra,female,1,27
Buster,male,1,15
Byron,male,1,16
Caesar,male,1,13
Cai,male,1,25
Caisa,female,1,21
Caisha,female,1,11
Caitlin,female,1,33
Caius,male,1,126
Caj,male,1,261
Cajsa,female,1,81
Cajus,male,1,19
Caleb,male,1,35
Calista,female,1,10
Calle,male,1,88
Callum,male,1,10
Calvin,male,1,37
Cam,female,1,25
Cameron,male,1,55
Cami,female,1,11
Camila,female,1,39
Camilla,female,1,5589
Camille,female,1,42
Camillo,male,1,11
Camilo,male,1,35
Campbell,male,1,17
Can,male,1,90
Canan,female,1,13
Candice,female,1,11
Cao,male,1,14
Cara,female,1,68
Caramia,female,1,15
Carelia,female,1,26
Caren,female,1,11
Cariina,female,1,24
Carin,female,1,220
Carina,female,1,1890
Carine,female,1,23
Carissa,female,1,23
Carita,female,1,7101
Caritta,female,1,16
Carl,male,1,4244
Carla,female,1,330
Carl-Anders,male,1,20
Carl-Anton,male,1,20
Carl-Axel,male,1,40
Carl-Christian,male,1,25
Carl-Emil,male,1,13
Carl-Eric,male,1,49
Carl-Erik,male,1,162
Carl-Fredrik,male,1,23
Carl-Göran,male,1,21
Carl-Gustaf,male,1,105
Carl-Gustav,male,1,160
Carl-Henrik,male,1,113
Carl-Johan,male,1,371
Carl-Magnus,male,1,63
Carl-Michael,male,1,15
Carl-Mikael,male,1,37
Carlo,male,1,158
Carl-Olof,male,1,29
Carlos,male,1,286
Carl-Oscar,male,1,37
Carl-Oskar,male,1,12
Carlotta,female,1,42
Carlsson,male,1,14
Carl-Victor,male,1,10
Carl-Wilhelm,male,1,19
Carmel,female,1,16
Carmela,female,1,98
Carmelo,male,1,13
Carmen,female,1,386
Caro,male,0.558823529411765,34
Carol,female,0.675675675675676,74
Carola,female,1,1971
Carole,female,1,18
Caroliina,female,1,284
Carolin,female,1,116
Carolina,female,1,1933
Caroline,female,1,1089
Carolus,male,1,86
Carolyn,female,1,38
Carson,male,1,10
Carsten,male,1,20
Cary,male,1,18
Casandra,female,1,94
Casey,male,1,12
Casimir,male,1,599
Casmir,male,1,17
Caspar,male,1,72
Casper,male,1,1364
Casperi,male,1,13
Caspian,male,1,112
Cassandra,female,1,413
Cassius,male,1,14
Castor,male,1,25
Catalina,female,1,63
Catariina,female,1,36
Catarina,female,1,585
Catarine,female,1,10
Caterina,female,1,97
Catharina,female,1,690
Catharine,female,1,28
Catherina,female,1,31
Catherine,female,1,388
Cathrin,female,1,23
Cathrina,female,1,11
Cathrine,female,1,92
Cathryn,female,1,10
Cathy,female,1,12
Catja,female,1,11
Catriina,female,1,14
Catrin,female,1,104
Catrina,female,1,32
Catrine,female,1,103
Catriona,female,1,19
Cay,male,1,86
Cecil,male,1,31
Cecile,female,1,18
Cécile,female,1,23
Cecilia,female,1,4523
Cécilia,female,1,14
Cecilie,female,1,37
Cedric,male,1,75
Cédric,male,1,10
Cedrik,male,1,31
Celeste,female,1,89
Celia,female,1,106
Celina,female,1,236
Celinda,female,1,50
Celine,female,1,130
Céline,female,1,35
Cem,male,1,24
Cemal,male,1,21
Cemile,female,1,10
Cengiz,male,1,16
Cesar,male,1,35
César,male,1,13
Cesilia,female,1,135
Cevin,male,1,19
Chan,male,1,11
Chandra,male,1,13
Chanel,female,1,32
Chanelle,female,1,15
Chanette,female,1,15
Chantal,female,1,60
Chantelle,female,1,17
Charlene,female,1,25
Charles,male,1,542
Charlie,male,1,129
Charlot,female,1,12
Charlott,female,1,111
Charlotta,female,1,3702
Charlotte,female,1,1613
Chatarina,female,1,61
Chatrin,female,1,12
Chatrine,female,1,18
Chau,female,0.631578947368421,38
Chelsea,female,1,43
Chen,female,1,10
Cheng,male,1,21
Cheryl,female,1,22
Cheyenne,female,1,11
Chi,male,0.643835616438356,73
Chia,female,1,19
Chiamaka,female,1,18
Chiara,female,1,82
Chinedu,male,1,11
Ching,female,1,10
Chioma,female,1,20
Chira,female,1,10
Chloe,female,1,81
Chloé,female,1,42
Chris,male,0.805031446540881,159
Chrisse,female,1,11
Christa,female,1,688
Christabel,female,1,11
Christal,female,1,25
Christa-Maria,female,1,10
Christel,female,1,703
Christell,female,1,12
Christella,female,1,11
Christelle,female,1,18
Christer,male,1,2583
Christiaan,male,1,16
Christian,male,1,9985
Christiana,female,1,35
Christiane,female,1,51
Christianne,female,1,14
Christiano,male,1,12
Christiansdotter,female,1,18
Christiansson,male,1,12
Christie,female,1,14
Christiina,female,1,145
Christin,female,1,226
Christina,female,1,6834
Christine,female,1,2028
Christo,male,1,13
Christofer,male,1,132
Christoffer,male,1,1480
Christoph,male,1,66
Christophe,male,1,34
Christopher,male,1,1036
Christos,male,1,37
Chukwuemeka,male,1,14
Chun,male,0.633333333333333,30
Chung,male,1,13
Cia,female,1,170
Cian,male,1,17
Ciara,female,1,49
Cihan,male,1,10
Ciia,female,1,38
Cilla,female,1,143
Cinderella,female,1,10
Cindi,female,1,10
Cindy,female,1,198
Cira,female,1,29
Claes,male,1,160
Claes-Göran,male,1,10
Claire,female,1,98
Clara,female,1,380
Clare,female,1,20
Clarence,male,1,17
Clarissa,female,1,240
Clarisse,female,1,21
Clark,male,1,20
Clary,female,1,78
Clary-Ann,female,1,16
Clas,male,1,191
Clas-Göran,male,1,29
Claude,male,1,39
Claudia,female,1,788
Claudine,female,1,20
Claudio,male,1,59
Claudius,male,1,17
Claus,male,1,120
Clemens,male,1,10
Clement,male,1,15
Cleo,female,1,12
Clifford,male,1,22
Coco,female,1,21
Cody,male,1,14
Cole,male,1,17
Colette,female,1,19
Colin,male,1,143
Collin,male,1,18
Collins,male,1,10
Cong,male,1,42
Connor,male,1,36
Conny,male,1,274
Conor,male,1,13
Conrad,male,1,86
Constance,female,1,75
Constantin,male,1,72
Cooper,male,1,15
Cora,female,1,19
Cordelia,female,1,11
Corina,female,1,11
Corinna,female,1,58
Corinne,female,1,89
Cornelia,female,1,154
Cornelis,male,1,32
Cornelius,male,1,29
Cosmo,male,1,48
Craig,male,1,24
Crista,female,1,199
Cristal,female,1,16
Cristel,female,1,28
Crister,male,1,91
Cristian,male,1,831
Cristiano,male,1,28
Cristiina,female,1,80
Cristin,female,1,21
Cristina,female,1,567
Cristine,female,1,69
Cristofer,male,1,17
Cristoffer,male,1,34
Cristopher,male,1,18
Crystal,female,1,28
Csaba,male,1,13
Cuong,male,1,30
Curt,male,1,168
Cynthia,female,1,32
Cyril,male,1,17
Cyrus,male,1,14
Da,female,1,15
Daalia,female,1,57
Daan,male,1,11
Daavid,male,1,131
Dafina,female,1,18
Dag,male,1,113
Daga,female,1,16
Dage,male,1,39
Dagmar,female,1,856
Dagny,female,1,242
Dahir,male,0.62962962962963,81
Dahlia,female,1,46
Dai,male,1,18
Daisy,female,1,140
Dakota,female,1,11
Dale,male,1,16
Dalia,female,1,65
Dalila,female,1,18
Dalton,male,1,10
Damaris,female,1,35
Damian,male,1,92
Damien,male,1,120
Damir,male,1,20
Damla,female,1,27
Damon,male,1,20
Dan,male,0.993311036789298,1495
Dana,female,0.850649350649351,154
Dan-Anders,male,1,39
Danel,male,1,12
Dan-Erik,male,1,51
Dang,male,1,20
Dani,male,1,503
Dania,female,1,44
Danial,male,1,39
Danica,female,1,24
Daniel,male,0.998863291906638,13196
Dániel,male,1,11
Daniela,female,1,2273
Daniéla,female,1,11
Daniele,male,1,58
Daniella,female,1,184
Danielle,female,1,124
Danielsdotter,female,1,11
Daniil,male,1,117
Danika,female,1,16
Danil,male,1,35
Danila,male,1,20
Danilo,male,1,26
Danja,female,1,17
Danny,male,1,66
Dan-Olof,male,1,11
Dante,male,1,95
Danuta,female,1,19
Dany,male,1,20
Dao,female,1,21
Daoud,male,1,10
Daphne,female,1,12
Dara,female,0.545454545454545,22
Dardan,male,1,11
Dareia,female,1,11
Daria,female,1,193
Darin,male,1,45
Darina,female,1,31
Dario,male,1,46
Darius,male,1,50
Dariush,male,1,18
Darja,female,1,126
Darlene,female,1,10
Darling,female,1,49
Darren,male,1,21
Darya,female,1,16
Dastan,male,1,10
Dat,male,1,28
Daud,male,1,22
Dave,male,1,45
David,male,1,1744
Davide,male,1,28
Davin,male,1,33
Davina,female,1,17
Davy,male,1,15
Dawit,male,1,14
Dawn,female,1,35
de,female,1,16
De,female,0.636363636363636,44
Dea,female,1,47
Dean,male,1,77
Deanna,female,1,12
Debbie,female,1,12
Debora,female,1,58
Deborah,female,1,75
Decire,female,1,15
Deciree,female,1,10
Declan,male,1,11
Deeqa,female,1,15
Deeqo,female,1,10
Defne,female,1,11
del,female,1,29
Del,female,1,54
Delal,female,1,12
Delia,female,1,43
Delila,female,1,56
Della,female,1,11
Demi,female,1,47
Demian,male,1,18
Demir,male,1,19
Deng,male,1,15
Deni,male,1,10
Denice,female,1,113
Denis,male,1,294
Denisa,female,1,11
Denise,female,1,302
Deniz,male,0.809815950920245,163
Dennis,male,1,764
Denny,male,1,12
Derek,male,1,61
Derrick,male,1,22
Derya,female,1,32
Desideria,female,1,17
Desire,female,1,159
Desiré,female,1,249
Desirè,female,1,10
Desiree,female,1,318
Desirée,female,1,228
Désirée,female,1,54
Desireé,female,1,52
Desiren,female,1,11
Desmond,male,1,25
Despina,female,1,16
Destiny,female,1,16
Devi,female,1,14
Devin,male,1,30
Dexter,male,1,20
Dia,female,1,14
Diako,male,1,10
Diana,female,1,1147
Diandra,female,1,10
Diane,female,1,53
Dianna,female,1,15
Diar,male,1,36
Dick,male,1,293
Didier,male,1,14
Didrik,male,1,29
Diego,male,1,96
Diellza,female,1,11
Diem,female,1,28
Diep,female,1,10
Dieter,male,1,40
Dietrich,male,1,16
Dieu,female,1,20
Diina,female,1,17
Dilan,female,0.638297872340426,47
Dilara,female,1,37
Dilek,female,1,16
Dima,male,1,18
Dimi,male,1,11
Dimitar,male,1,10
Dimitra,female,1,19
Dimitri,male,1,645
Dimitrij,male,1,10
Dimitrios,male,1,50
Dimitris,male,1,17
Din,male,1,11
Dina,female,1,238
Dinah,female,1,25
Dinh,male,1,23
Dino,male,1,53
Dion,male,1,30
Diona,female,1,11
Dionne,female,1,10
Dirk,male,1,18
Disa,female,1,302
Dita,female,1,19
Ditte,female,1,38
Divine,female,1,10
Diyar,male,1,22
Dmitri,male,1,221
Dmitrievna,female,1,13
Dmitrij,male,1,28
Dmitriy,male,1,10
Dmitry,male,1,114
Dogan,male,1,13
Dolly,female,1,63
Dolores,female,1,176
Dome,male,1,12
Domenico,male,1,20
Domingo,male,1,10
Dominic,male,1,279
Dominick,male,1,24
Dominicus,male,1,21
Dominik,male,1,93
Dominika,female,1,16
Dominique,female,0.566666666666667,60
Domna,female,1,19
Don,male,1,65
Donald,male,1,92
Donata,female,1,10
Donatus,male,1,12
Dong,female,0.521739130434783,23
Doni,male,1,14
Donia,female,1,23
Donika,female,1,13
Donna,female,1,79
Donya,female,1,21
Dora,female,1,141
Doreen,female,1,12
Dorian,male,1,22
Doris,female,1,899
Dorita,female,1,44
Dorota,female,1,14
Dorotea,female,1,112
Dorothea,female,1,148
Dorothy,female,1,53
Dorrit,female,1,156
Dorthe,female,1,13
Dorthy,female,1,21
Douglas,male,1,80
Dounia,female,1,10
Driss,male,1,26
Drita,female,1,17
Duc,male,1,81
Duncan,male,1,19
Dung,male,0.520547945205479,73
Dunia,female,1,25
Dunja,female,1,24
Dunya,female,1,14
Duong,male,0.615384615384615,26
Duy,male,1,56
Duyen,female,1,18
Dylan,male,1,120
Ea,female,1,110
Earl,male,1,11
Ebba,female,1,939
Ebbe,male,1,56
Eben,male,1,17
Ebenezer,male,1,13
Ebenhard,male,1,21
Eber,male,1,10
Eberhard,male,1,16
Ebrahim,male,1,18
Ebrima,male,1,19
Ebru,female,1,13
Eda,female,1,62
Edda,female,1,51
Eddi,male,1,13
Eddie,male,1,220
Eddine,male,1,22
Eddy,male,1,35
Edel,female,0.558823529411765,34
Eden,female,0.920704845814978,227
Edgar,male,1,282
Edi,male,1,36
Edil,male,1,10
Edin,male,1,19
Edina,female,1,34
Edison,male,1,11
Edit,female,1,1177
Edita,female,1,77
Edith,female,1,1890
Edla,female,1,580
Edmond,male,1,26
Edmund,male,1,88
Edna,female,1,102
Edoardo,male,1,15
Edon,male,1,14
Edona,female,1,26
Edouard,male,1,25
Edson,male,1,10
Eduard,male,1,170
Eduardo,male,1,91
Edvard,male,1,5925
Edvart,male,1,91
